"NFGOV_GOVTYPE","Government type","NFGOV_ITEM","Item","NFGOV_UNIT","Unit","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"IU_NA","Interregional units/Not allocated","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",32.3,,
"IU_NA","Interregional units/Not allocated","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",49.5,,
"IU_NA","Interregional units/Not allocated","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",54.7,,
"IU_NA","Interregional units/Not allocated","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",54.7,,
"IU_NA","Interregional units/Not allocated","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",54.7,,
"IU_NA","Interregional units/Not allocated","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",12.7,,
"IU_NA","Interregional units/Not allocated","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",11.7,,
"IU_NA","Interregional units/Not allocated","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",8.3,,
"IU_NA","Interregional units/Not allocated","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",13.5,,
"IU_NA","Interregional units/Not allocated","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",13.5,,
"IU_NA","Interregional units/Not allocated","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",9.5,,
"IU_NA","Interregional units/Not allocated","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",14.2,,
"IU_NA","Interregional units/Not allocated","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",55.7,,
"IU_NA","Interregional units/Not allocated","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",53.4,,
"IU_NA","Interregional units/Not allocated","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",53.6,,
"IU_NA","Interregional units/Not allocated","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",256.4,,
"IU_NA","Interregional units/Not allocated","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",261.6,,
"IU_NA","Interregional units/Not allocated","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",261.1,,
"IU_NA","Interregional units/Not allocated","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",266.7,,
"IU_NA","Interregional units/Not allocated","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",272.6,,
"IU_NA","Interregional units/Not allocated","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2014","2014",2351.2,,
"IU_NA","Interregional units/Not allocated","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2015","2015",2343.6,,
"IU_NA","Interregional units/Not allocated","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2016","2016",2482.8,,
"IU_NA","Interregional units/Not allocated","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2017","2017",2536.5,,
"IU_NA","Interregional units/Not allocated","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2018","2018",2609.8,,
"IU_NA","Interregional units/Not allocated","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",-148.6,,
"IU_NA","Interregional units/Not allocated","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",-187.6,,
"IU_NA","Interregional units/Not allocated","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",-92.4,,
"IU_NA","Interregional units/Not allocated","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",-64.9,,
"IU_NA","Interregional units/Not allocated","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",-110.4,,
"IU_NA","Interregional units/Not allocated","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",-1.3,,
"IU_NA","Interregional units/Not allocated","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",155.5,,
"IU_NA","Interregional units/Not allocated","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","TOE","Expenditure","E","Millions of euro","A","Annual","2014","2014",2547.7,,
"IU_NA","Interregional units/Not allocated","TOE","Expenditure","E","Millions of euro","A","Annual","2015","2015",2530.3,,
"IU_NA","Interregional units/Not allocated","TOE","Expenditure","E","Millions of euro","A","Annual","2016","2016",2913.3,,
"IU_NA","Interregional units/Not allocated","TOE","Expenditure","E","Millions of euro","A","Annual","2017","2017",2805.9,,
"IU_NA","Interregional units/Not allocated","TOE","Expenditure","E","Millions of euro","A","Annual","2018","2018",2842,,
"IU_NA","Interregional units/Not allocated","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2014","2014",265.1,,
"IU_NA","Interregional units/Not allocated","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2015","2015",209,,
"IU_NA","Interregional units/Not allocated","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2016","2016",325.6,,
"IU_NA","Interregional units/Not allocated","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2017","2017",319.9,,
"IU_NA","Interregional units/Not allocated","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2018","2018",283,,
"IU_NA","Interregional units/Not allocated","COE","Compensation of employees","E","Millions of euro","A","Annual","2014","2014",94.4,,
"IU_NA","Interregional units/Not allocated","COE","Compensation of employees","E","Millions of euro","A","Annual","2015","2015",113.3,,
"IU_NA","Interregional units/Not allocated","COE","Compensation of employees","E","Millions of euro","A","Annual","2016","2016",112,,
"IU_NA","Interregional units/Not allocated","COE","Compensation of employees","E","Millions of euro","A","Annual","2017","2017",112.1,,
"IU_NA","Interregional units/Not allocated","COE","Compensation of employees","E","Millions of euro","A","Annual","2018","2018",112.1,,
"IU_NA","Interregional units/Not allocated","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2014","2014",15.6,,
"IU_NA","Interregional units/Not allocated","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2015","2015",-8.6,,
"IU_NA","Interregional units/Not allocated","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2016","2016",100.8,,
"IU_NA","Interregional units/Not allocated","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2017","2017",102.1,,
"IU_NA","Interregional units/Not allocated","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2018","2018",100.5,,
"IU_NA","Interregional units/Not allocated","1SB","Social benefits","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1SB","Social benefits","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1SB","Social benefits","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1SB","Social benefits","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1SB","Social benefits","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","CTE","Subsidies","E","Millions of euro","A","Annual","2014","2014",-3.1,,
"IU_NA","Interregional units/Not allocated","CTE","Subsidies","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","CTE","Subsidies","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","CTE","Subsidies","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","CTE","Subsidies","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2014","2014",108.8,,
"IU_NA","Interregional units/Not allocated","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2015","2015",-99,,
"IU_NA","Interregional units/Not allocated","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2016","2016",-15.2,,
"IU_NA","Interregional units/Not allocated","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2017","2017",-38.5,,
"IU_NA","Interregional units/Not allocated","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2018","2018",-35.8,,
"IU_NA","Interregional units/Not allocated","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2014","2014",133.9,,
"IU_NA","Interregional units/Not allocated","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2015","2015",135.5,,
"IU_NA","Interregional units/Not allocated","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2016","2016",133.6,,
"IU_NA","Interregional units/Not allocated","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2017","2017",130.1,,
"IU_NA","Interregional units/Not allocated","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2018","2018",132.7,,
"IU_NA","Interregional units/Not allocated","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2014","2014",0,,
"IU_NA","Interregional units/Not allocated","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2015","2015",0,,
"IU_NA","Interregional units/Not allocated","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2016","2016",0,,
"IU_NA","Interregional units/Not allocated","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2014","2014",-84.5,,
"IU_NA","Interregional units/Not allocated","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2015","2015",67.8,,
"IU_NA","Interregional units/Not allocated","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2016","2016",-5.6,,
"IU_NA","Interregional units/Not allocated","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2017","2017",14.1,,
"IU_NA","Interregional units/Not allocated","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2018","2018",-26.4,,
"IU_NA","Interregional units/Not allocated","INT_C","Interest charges","E","Millions of euro","A","Annual","2014","2014",26.4,,
"IU_NA","Interregional units/Not allocated","INT_C","Interest charges","E","Millions of euro","A","Annual","2015","2015",29.8,,
"IU_NA","Interregional units/Not allocated","INT_C","Interest charges","E","Millions of euro","A","Annual","2016","2016",25.2,,
"IU_NA","Interregional units/Not allocated","INT_C","Interest charges","E","Millions of euro","A","Annual","2017","2017",21.2,,
"IU_NA","Interregional units/Not allocated","INT_C","Interest charges","E","Millions of euro","A","Annual","2018","2018",21.2,,
"IU_NA","Interregional units/Not allocated","KEX","Capital expenditure","E","Millions of euro","A","Annual","2014","2014",2256.2,,
"IU_NA","Interregional units/Not allocated","KEX","Capital expenditure","E","Millions of euro","A","Annual","2015","2015",2291.4,,
"IU_NA","Interregional units/Not allocated","KEX","Capital expenditure","E","Millions of euro","A","Annual","2016","2016",2562.5,,
"IU_NA","Interregional units/Not allocated","KEX","Capital expenditure","E","Millions of euro","A","Annual","2017","2017",2464.8,,
"IU_NA","Interregional units/Not allocated","KEX","Capital expenditure","E","Millions of euro","A","Annual","2018","2018",2537.8,,
"IU_NA","Interregional units/Not allocated","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2014","2014",2231.3,,
"IU_NA","Interregional units/Not allocated","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2015","2015",2266.3,,
"IU_NA","Interregional units/Not allocated","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2016","2016",2381.6,,
"IU_NA","Interregional units/Not allocated","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2017","2017",2439.7,,
"IU_NA","Interregional units/Not allocated","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2018","2018",2512.7,,
"IU_NA","Interregional units/Not allocated","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2014","2014",0.2,,
"IU_NA","Interregional units/Not allocated","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2015","2015",0.2,,
"IU_NA","Interregional units/Not allocated","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2016","2016",0.5,,
"IU_NA","Interregional units/Not allocated","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2017","2017",0.1,,
"IU_NA","Interregional units/Not allocated","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2018","2018",0.1,,
"IU_NA","Interregional units/Not allocated","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2014","2014",-0.4,,
"IU_NA","Interregional units/Not allocated","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2015","2015",-0.1,,
"IU_NA","Interregional units/Not allocated","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2016","2016",155.5,,
"IU_NA","Interregional units/Not allocated","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"IU_NA","Interregional units/Not allocated","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"IU_NA","Interregional units/Not allocated","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2014","2014",25,,
"IU_NA","Interregional units/Not allocated","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2015","2015",25,,
"IU_NA","Interregional units/Not allocated","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2016","2016",25,,
"IU_NA","Interregional units/Not allocated","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2017","2017",25,,
"IU_NA","Interregional units/Not allocated","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2018","2018",25,,
"IU_NA","Interregional units/Not allocated","GSV","Gross saving","E","Millions of euro","A","Annual","2014","2014",2221.9,,
"IU_NA","Interregional units/Not allocated","GSV","Gross saving","E","Millions of euro","A","Annual","2015","2015",2254.2,,
"IU_NA","Interregional units/Not allocated","GSV","Gross saving","E","Millions of euro","A","Annual","2016","2016",2419.5,,
"IU_NA","Interregional units/Not allocated","GSV","Gross saving","E","Millions of euro","A","Annual","2017","2017",2518.9,,
"IU_NA","Interregional units/Not allocated","GSV","Gross saving","E","Millions of euro","A","Annual","2018","2018",2589.6,,
"IU_NA","Interregional units/Not allocated","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2014","2014",-36,,
"IU_NA","Interregional units/Not allocated","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2015","2015",-37,,
"IU_NA","Interregional units/Not allocated","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2016","2016",12,,
"IU_NA","Interregional units/Not allocated","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2017","2017",54,,
"IU_NA","Interregional units/Not allocated","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2018","2018",52,,
"S1313","Local government","TOR","Receipts","E","Millions of euro","A","Annual","2014","2014",29080.9,,
"S1313","Local government","TOR","Receipts","E","Millions of euro","A","Annual","2015","2015",30020,,
"S1313","Local government","TOR","Receipts","E","Millions of euro","A","Annual","2016","2016",30974,,
"S1313","Local government","TOR","Receipts","E","Millions of euro","A","Annual","2017","2017",32130.3,,
"S1313","Local government","TOR","Receipts","E","Millions of euro","A","Annual","2018","2018",32452.3,,
"S1313","Local government","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",8496.4,,
"S1313","Local government","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",9093.1,,
"S1313","Local government","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",9511.5,,
"S1313","Local government","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",9641.1,,
"S1313","Local government","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",9401.9,,
"S1313","Local government","DTX","Direct taxes","E","Millions of euro","A","Annual","2014","2014",2926,,
"S1313","Local government","DTX","Direct taxes","E","Millions of euro","A","Annual","2015","2015",3423.6,,
"S1313","Local government","DTX","Direct taxes","E","Millions of euro","A","Annual","2016","2016",3726.7,,
"S1313","Local government","DTX","Direct taxes","E","Millions of euro","A","Annual","2017","2017",3766.6,,
"S1313","Local government","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",3639.1,,
"S1313","Local government","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",2926,,
"S1313","Local government","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",3423.6,,
"S1313","Local government","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",3726.7,,
"S1313","Local government","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",3766.6,,
"S1313","Local government","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",3639.1,,
"S1313","Local government","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"S1313","Local government","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"S1313","Local government","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"S1313","Local government","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"S1313","Local government","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"S1313","Local government","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"S1313","Local government","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"S1313","Local government","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"S1313","Local government","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"S1313","Local government","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"S1313","Local government","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",5545,,
"S1313","Local government","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",5643.9,,
"S1313","Local government","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",5765.7,,
"S1313","Local government","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",5854.6,,
"S1313","Local government","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",5749.6,,
"S1313","Local government","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",25.4,,
"S1313","Local government","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",25.6,,
"S1313","Local government","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",19.1,,
"S1313","Local government","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",19.9,,
"S1313","Local government","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",13.2,,
"S1313","Local government","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",0,,
"S1313","Local government","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",0,,
"S1313","Local government","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",0,,
"S1313","Local government","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",0,,
"S1313","Local government","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",0,,
"S1313","Local government","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",6814.4,,
"S1313","Local government","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",6855.8,,
"S1313","Local government","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",7126.9,,
"S1313","Local government","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",7497.1,,
"S1313","Local government","1NF","Non-fiscal and non-parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",7489.8,,
"S1313","Local government","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",1511.1,,
"S1313","Local government","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",1475.4,,
"S1313","Local government","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",1492.8,,
"S1313","Local government","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",1548.4,,
"S1313","Local government","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",1584.6,,
"S1313","Local government","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",151,,
"S1313","Local government","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",98,,
"S1313","Local government","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",86.2,,
"S1313","Local government","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",98,,
"S1313","Local government","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",130.4,,
"S1313","Local government","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",781.3,,
"S1313","Local government","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",784.3,,
